order_id,order_date,business_unit,category,supplier,quantity,unit_price,status,lead_time_days
PO-2025025,,Jute,PACKAGING,Meghna Traders Ltd.,443,"BDT 3,746.61",Partially Delivered,6
PO-2025446,2025-07-09,Cement,LOGISTICS,Delta Supply Co  ,167,"4,421.48",Cancelled,24
PO-2025589,22 Feb 2026,Cement,Raw Material,Meghna Traders Ltd,234,"৳2,998",Partially Delivered,29
PO-2025284,14 Aug 2025,Jute,  machinery parts ,Delta Supply Co.,,"BDT 1,728.09",Partially Delivered,27
PO-2025318,10 Jan 2026,Jute,  raw material ,Surma Materials Ltd.,-483,1225.80,Pending,38
PO-2025245,15 Nov 2025,Real Estate, Machinery Parts,Surma Materials Ltd  ,-91,"BDT 1,123.73",Pending,32
PO-2025338,,Real Estate,Packaging,Jamuna Enterprise ,,"৳3,120",Pending,9
PO-2025154,2026-04-20,Jute,LOGISTICS,Surma Materials Ltd.,457,,Cancelled,6
PO-2025126,,Textiles,LOGISTICS,Surma Materials Ltd,325,"2,276.80",Partially Delivered,19
PO-2025367,27 Feb 2026,Textiles,  packaging ,Meghna Traders Ltd.,89,BDT 973.98,Cancelled,10
PO-2025113,,Jute,  logistics ,Jamuna Enterprise.,444,2005.29,Pending,41
PO-2025173,2026-06-08,Steel,Packaging,Delta Supply Co ,173,1924.03,Cancelled,35
PO-2025057,2026-06-05,Real Estate,LOGISTICS,Surma Materials Ltd  ,120,4254.57,Delivered,37
PO-2025344,19 Jul 2025,Textiles,  logistics ,Surma Materials Ltd.,273,3118.58,Cancelled,
PO-2025222,2025-12-12,Jute,OFFICE SUPPLIES,Padma Industrial.,217,"BDT 1,094.13",Partially Delivered,35
PO-2025017,23/12/2025,Steel,OFFICE SUPPLIES,Karnaphuli Logistics ,73,561.84,Delivered,28
PO-2025320,,Jute,Machinery Parts,Jamuna Enterprise  ,297,"4,956.66",Cancelled,11
PO-2025255,02/09/2025,Cement,Office Supplies,Surma Materials Ltd ,401,44706.10,Pending,40
PO-2025327,,Steel, Packaging,Delta Supply Co,241,2935.74,Partially Delivered,19
PO-2025591,05 Feb 2026,Real Estate,  machinery parts ,Jamuna Enterprise,339,1559.53,Partially Delivered,23
PO-2025190,18/09/2025,Jute, Raw Material,Jamuna Enterprise  ,228,"1,962.39",Partially Delivered,21
PO-2025341,,Real Estate,  raw material ,Delta Supply Co  ,,"4,752.51",Delivered,29
PO-2025543,,Steel, Packaging,Surma Materials Ltd.,352,849.68,Cancelled,37
PO-2025291,,Cement,  packaging ,Padma Industrial ,482,"BDT 4,850.37",Partially Delivered,13
PO-2025094,2025-03-25,Textiles,  packaging ,Karnaphuli Logistics,174,"1,452.07",Partially Delivered,39
PO-2025180,2025-08-18,Steel, Office Supplies,Jamuna Enterprise,467,2117.22,Cancelled,17
PO-2025395,03-06-2026,Steel, Machinery Parts,Jamuna Enterprise  ,-259,"1,715.09",Pending,30
PO-2025354,25/12/2025,Textiles,  logistics ,Meghna Traders Ltd ,85,"4,965.84",Pending,38
PO-2025550,09-28-2025,Jute,  packaging ,Meghna Traders Ltd,170,"1,375.98",Pending,35
PO-2025334,,Textiles,Office Supplies,Jamuna Enterprise.,249,217.70,Partially Delivered,27
PO-2025005,,Steel,Office Supplies,Delta Supply Co.,165,"BDT 3,365.58",Delivered,11
PO-2025045,10 Dec 2025,Textiles,  raw material ,Delta Supply Co ,48,"৳3,642",Pending,19
PO-2025574,2025-04-16,Textiles,Logistics,Karnaphuli Logistics  ,38,"৳2,970",Pending,14
PO-2025416,03/01/2026,Real Estate,PACKAGING,Padma Industrial,128,"3,570.26",Delivered,36
PO-2025525,2025-10-17,Steel,LOGISTICS,Padma Industrial.,373,737.31,Delivered,
PO-2025016,2025-12-05,Steel,LOGISTICS,Padma Industrial ,70,"৳3,267",Delivered,27
PO-2025048,2025-09-23,Steel,  machinery parts ,Padma Industrial.,118,4659.62,Cancelled,27
PO-2025597,24/04/2025,Real Estate, Packaging,Meghna Traders Ltd.,484,915.84,Pending,6
PO-2025563,16/02/2026,Cement,Raw Material,Padma Industrial ,349,"৳1,816",Partially Delivered,16
PO-2025003,09/06/2026,Jute, Office Supplies,Delta Supply Co  ,223,"BDT 3,903.00",Cancelled,40
PO-2025349,13 May 2026,Real Estate,Raw Material,Delta Supply Co.,409,"2,489.55",Pending,25
PO-2025555,2026-06-17,Jute,PACKAGING,Padma Industrial ,125,,Pending,3
PO-2025469,08-20-2025,Jute,  office supplies ,Jamuna Enterprise,405,3422.79,Partially Delivered,21
PO-2025388,05-18-2026,Cement,  office supplies ,Jamuna Enterprise  ,154,"BDT 4,985.49",Cancelled,8
PO-2025464,2026-03-17,Textiles, Office Supplies,Padma Industrial ,220,"2,263.27",Cancelled,20
PO-2025394,,Cement,  office supplies ,Karnaphuli Logistics ,269,"BDT 4,790.58",Cancelled,36
PO-2025225,08-17-2025,Real Estate,  raw material ,Meghna Traders Ltd ,59,1229.78,Cancelled,43
PO-2025026,2026-04-27,Jute, Raw Material,Surma Materials Ltd  ,77,BDT 937.38,Delivered,15
PO-2025583,05 Dec 2025,Steel,Logistics,Surma Materials Ltd.,371,"৳1,252",Delivered,18
PO-2025263,10/10/2025,Steel, Office Supplies,Surma Materials Ltd.,236,2573.66,Cancelled,18
PO-2025050,2025-06-19,Cement,Machinery Parts,Padma Industrial.,157,781.53,Cancelled,8
PO-2025229,,Textiles,OFFICE SUPPLIES,Jamuna Enterprise  ,151,"BDT 3,862.46",Partially Delivered,
PO-2025037,2026-03-24,Jute,  office supplies ,Karnaphuli Logistics  ,159,"BDT 2,547.40",Pending,11
PO-2025157,2025-04-19,Jute,MACHINERY PARTS,Surma Materials Ltd  ,252,"৳3,764",Cancelled,43
PO-2025237,08-10-2025,Cement,Machinery Parts,Jamuna Enterprise,441,"৳3,210",Partially Delivered,4
PO-2025592,,Jute,  office supplies ,Meghna Traders Ltd.,-94,733.62,Delivered,6
PO-2025175,21/12/2025,Real Estate, Packaging,Surma Materials Ltd.,,"BDT 1,992.80",Partially Delivered,41
PO-2025519,,Cement,Packaging,Padma Industrial.,234,"BDT 2,344.95",Cancelled,32
PO-2025436,2025-03-27,Steel,Office Supplies,Meghna Traders Ltd  ,348,405.30,Partially Delivered,16
PO-2025194,,Textiles,Machinery Parts,Jamuna Enterprise ,326,4746.77,Partially Delivered,39
PO-2025521,06-17-2025,Jute,Packaging,Meghna Traders Ltd  ,20,710.80,Partially Delivered,19
PO-2025383,08/03/2025,Textiles,Machinery Parts,Meghna Traders Ltd,421,"BDT 2,806.82",Delivered,
PO-2025596,06-30-2025,Jute, Machinery Parts,Delta Supply Co ,340,"৳2,941",Pending,8
PO-2025527,05-16-2026,Cement,Machinery Parts,Surma Materials Ltd,93,994.88,Pending,39
PO-2025067,29 Oct 2025,Textiles, Logistics,Jamuna Enterprise.,443,"BDT 4,609.23",Delivered,18
PO-2025414,24/05/2025,Real Estate, Packaging,Jamuna Enterprise,42,"1,981.87",Delivered,32
PO-2025168,,Jute,  logistics ,Padma Industrial  ,52,2654.00,Delivered,37
PO-2025500,05 Mar 2026,Real Estate,  office supplies ,Surma Materials Ltd.,221,"1,095.41",Cancelled,10
PO-2025162,,Real Estate,PACKAGING,Jamuna Enterprise ,174,"৳1,958",Cancelled,26
PO-2025309,27 Jul 2025,Real Estate,PACKAGING,Karnaphuli Logistics.,2,"৳1,793",Pending,9
PO-2025193,22 Mar 2025,Cement,Logistics,Delta Supply Co  ,98,"BDT 2,864.42",Delivered,39
PO-2025152,,Jute, Office Supplies,Karnaphuli Logistics,89,304.52,Delivered,20
PO-2025350,03-21-2026,Jute,Raw Material,Surma Materials Ltd.,457,4393.51,Cancelled,40
PO-2025360,2026-06-17,Cement,Raw Material,Surma Materials Ltd ,248,৳871,Partially Delivered,39
PO-2025226,2026-05-09,Textiles,MACHINERY PARTS,Karnaphuli Logistics ,399,"3,695.79",Cancelled,12
PO-2025356,,Jute,LOGISTICS,Meghna Traders Ltd  ,92,"BDT 4,038.79",Partially Delivered,23
PO-2025103,14 Sep 2025,Real Estate,RAW MATERIAL,Jamuna Enterprise,,"2,867.60",Delivered,21
PO-2025419,24/01/2025,Jute,LOGISTICS,Surma Materials Ltd ,137,"3,817.06",Pending,33
PO-2025074,05 May 2026,Cement,  packaging ,Padma Industrial ,470,"BDT 1,202.62",Pending,3
PO-2025451,,Textiles,Raw Material,Padma Industrial  ,-82,"BDT 2,560.88",Pending,3
PO-2025595,03/06/2025,Jute, Office Supplies,Delta Supply Co.,277,150.28,Pending,12
PO-2025119,2025-01-26,Cement,  logistics ,Meghna Traders Ltd.,170,"৳4,777",Pending,22
PO-2025415,2026-02-15,Cement, Packaging,Karnaphuli Logistics,145,3396.29,Cancelled,29
PO-2025438,,Jute,Machinery Parts,Meghna Traders Ltd ,242,,Delivered,6
PO-2025580,,Steel, Machinery Parts,Padma Industrial,477,2580.79,Cancelled,3
PO-2025207,04-10-2025,Real Estate,Logistics,Karnaphuli Logistics ,137,৳698,Cancelled,4
PO-2025357,2025-11-03,Jute, Machinery Parts,Karnaphuli Logistics  ,224,"BDT 2,023.29",Delivered,31
PO-2025526,2026-03-24,Jute,MACHINERY PARTS,Karnaphuli Logistics.,303,"1,354.57",Partially Delivered,23
PO-2025365,,Steel,Raw Material,Jamuna Enterprise ,354,2797.46,Partially Delivered,14
PO-2025433,2025-07-11,Textiles,MACHINERY PARTS,Meghna Traders Ltd.,358,"৳4,496",Partially Delivered,15
PO-2025008,03/03/2025,Steel,PACKAGING,Delta Supply Co,220,"2,381.93",Pending,30
PO-2025404,05 Feb 2026,Cement, Logistics,Meghna Traders Ltd.,296,2875.12,Partially Delivered,22
PO-2025036,,Steel,LOGISTICS,Padma Industrial,270,324.21,Delivered,2
PO-2025139,2025-03-09,Cement,  machinery parts ,Jamuna Enterprise ,,"BDT 3,354.08",Partially Delivered,5
PO-2025253,04-06-2025,Steel,Packaging,Delta Supply Co  ,11,"BDT 1,615.99",Partially Delivered,41
PO-2025303,,Steel, Logistics,Meghna Traders Ltd ,41,"4,353.34",Pending,33
PO-2025528,18/04/2026,Real Estate,  office supplies ,Meghna Traders Ltd.,428,"BDT 2,155.84",Delivered,14
PO-2025059,,Jute,  office supplies ,Meghna Traders Ltd.,78,"৳3,686",Partially Delivered,23
PO-2025111,12-01-2025,Cement,Office Supplies,Padma Industrial.,305,2790.03,Delivered,32
PO-2025501,05-16-2025,Steel, Raw Material,Padma Industrial  ,430,"৳1,582",Partially Delivered,39
PO-2025558,22/06/2026,Textiles,Raw Material,Padma Industrial ,127,3955.81,Delivered,14
PO-2025380,14/02/2026,Real Estate,OFFICE SUPPLIES,Surma Materials Ltd ,123,"1,086.67",Cancelled,28
PO-2025262,11-28-2025,Cement,  machinery parts ,Padma Industrial,241,"৳2,881",Cancelled,19
PO-2025515,2025-05-30,Real Estate,  raw material ,Delta Supply Co.,468,"৳1,985",Pending,17
PO-2025297,13/08/2025,Jute,  logistics ,Padma Industrial.,154,"4,496.96",Pending,10
PO-2025150,2025-03-02,Cement, Logistics,Jamuna Enterprise.,355,৳923,Delivered,37
PO-2025266,02-17-2025,Steel,OFFICE SUPPLIES,Surma Materials Ltd ,335,"BDT 1,731.69",Delivered,30
PO-2025534,,Jute,  logistics ,Jamuna Enterprise ,4,BDT 119.93,Pending,12
PO-2025359,14 Jul 2025,Steel, Machinery Parts,Karnaphuli Logistics  ,120,3373.45,Delivered,12
PO-2025546,2025-06-17,Real Estate,OFFICE SUPPLIES,Jamuna Enterprise.,234,4619.96,Pending,25
PO-2025038,05-15-2025,Steel,  raw material ,Padma Industrial.,321,"2,110.50",Cancelled,26
PO-2025514,23/01/2025,Steel,Packaging,Delta Supply Co  ,479,"2,566.30",Pending,23
PO-2025307,24 Jan 2025,Cement,Raw Material,Surma Materials Ltd ,449,"3,661.00",Cancelled,2
PO-2025198,06/02/2025,Cement, Raw Material,Delta Supply Co,367,1178.44,Cancelled,27
PO-2025497,,Real Estate,  packaging ,Karnaphuli Logistics,205,"৳4,677",Partially Delivered,36
PO-2025381,07-25-2025,Cement,Raw Material,Delta Supply Co  ,139,"৳4,084",Delivered,20
PO-2025146,15/12/2025,Textiles,Raw Material,Surma Materials Ltd  ,317,"BDT 1,326.15",Pending,14
PO-2025503,2025-06-26,Real Estate,  office supplies ,Delta Supply Co.,202,"BDT 1,281.02",Pending,5
PO-2025548,06 Jan 2026,Steel,  office supplies ,Meghna Traders Ltd ,256,1510.45,Partially Delivered,40
PO-2025147,11-05-2025,Real Estate,Machinery Parts,Meghna Traders Ltd ,84,87.16,Partially Delivered,28
PO-2025449,01 Nov 2025,Textiles,LOGISTICS,Surma Materials Ltd,339,"৳3,351",Pending,31
PO-2025348,11/02/2026,Cement, Machinery Parts,Padma Industrial.,245,763.58,Delivered,3
PO-2025325,23 Jan 2026,Steel,  logistics ,Delta Supply Co ,439,"BDT 1,646.19",Delivered,27
PO-2025420,18/11/2025,Jute,  machinery parts ,Surma Materials Ltd,87,"4,980.28",Partially Delivered,8
PO-2025123,08-18-2025,Textiles,Machinery Parts,Meghna Traders Ltd  ,49,"BDT 4,236.69",Cancelled,6
PO-2025536,29 Mar 2025,Cement,Raw Material,Meghna Traders Ltd  ,121,"৳1,356",Pending,28
PO-2025096,25 Feb 2025,Steel,Office Supplies,Jamuna Enterprise,,"4,778.98",Pending,30
PO-2025143,2025-10-19,Steel,  packaging ,Meghna Traders Ltd,200,"৳4,382",Delivered,38
PO-2025239,12-15-2025,Cement,OFFICE SUPPLIES,Karnaphuli Logistics,428,434.84,Partially Delivered,6
PO-2025403,13/10/2025,Cement,Packaging,Surma Materials Ltd  ,140,"৳3,559",Delivered,17
PO-2025097,08/06/2025,Textiles,  machinery parts ,Surma Materials Ltd ,21,"BDT 1,268.03",Delivered,38
PO-2025371,,Textiles,OFFICE SUPPLIES,Karnaphuli Logistics,328,2594.54,Pending,29
PO-2025324,,Textiles,  logistics ,Delta Supply Co  ,450,"3,642.22",Partially Delivered,40
PO-2025279,07-08-2025,Textiles,  logistics ,Delta Supply Co,152,2359.22,Delivered,32
PO-2025293,,Steel,Machinery Parts,Karnaphuli Logistics.,130,"৳3,009",Cancelled,4
PO-2025587,,Real Estate,  machinery parts ,Padma Industrial ,291,1045.03,Pending,28
PO-2025122,,Steel,Packaging,Surma Materials Ltd,53,"BDT 4,912.72",Partially Delivered,44
PO-2025183,09-23-2025,Jute,Machinery Parts,Surma Materials Ltd  ,172,BDT 529.21,Delivered,27
PO-2025202,,Real Estate, Machinery Parts,Meghna Traders Ltd,187,"BDT 3,748.99",Partially Delivered,28
PO-2025323,08 May 2025,Real Estate,  packaging ,Delta Supply Co.,488,383.50,Cancelled,24
PO-2025246,18 Jan 2025,Cement, Office Supplies,Jamuna Enterprise ,108,813.70,Pending,26
PO-2025447,14/04/2025,Steel,  logistics ,Surma Materials Ltd  ,52,"BDT 2,539.83",Partially Delivered,40
PO-2025030,,Cement,PACKAGING,Jamuna Enterprise.,143,"BDT 4,627.80",Cancelled,34
PO-2025512,10 Dec 2025,Steel,OFFICE SUPPLIES,Jamuna Enterprise.,312,"৳2,406",Delivered,32
PO-2025439,20/02/2025,Jute,  packaging ,Padma Industrial,80,3211.72,Partially Delivered,10
PO-2025545,2025-08-25,Textiles,Office Supplies,Padma Industrial,324,"2,891.22",Delivered,6
PO-2025417,2025-05-27,Textiles,OFFICE SUPPLIES,Surma Materials Ltd,498,852.79,Cancelled,13
PO-2025125,24 Jan 2025,Textiles,  raw material ,Karnaphuli Logistics.,104,"৳4,711",Pending,28
PO-2025402,15 Nov 2025,Textiles,LOGISTICS,Delta Supply Co,267,BDT 443.55,Delivered,6
PO-2025456,,Real Estate,  raw material ,Surma Materials Ltd ,498,"BDT 2,580.31",Delivered,7
PO-2025442,2025-01-15,Cement, Office Supplies,Karnaphuli Logistics ,461,৳176,Pending,4
PO-2025223,09/04/2026,Real Estate,LOGISTICS,Jamuna Enterprise,433,"BDT 1,563.71",Partially Delivered,6
PO-2025342,04-17-2026,Textiles,Machinery Parts,Meghna Traders Ltd ,16,3107.46,Cancelled,22
PO-2025053,2026-01-26,Cement,MACHINERY PARTS,Karnaphuli Logistics  ,412,"1,512.03",Partially Delivered,25
PO-2025219,2026-06-21,Cement,LOGISTICS,Padma Industrial  ,365,"৳3,785",Delivered,12
PO-2025129,02-18-2025,Jute,Office Supplies,Delta Supply Co.,241,"4,768.37",Cancelled,
PO-2025559,10 Apr 2025,Textiles,Machinery Parts,Padma Industrial  ,363,৳681,Delivered,41
PO-2025422,25/01/2025,Textiles,MACHINERY PARTS,Surma Materials Ltd  ,36,BDT 331.72,Pending,4
PO-2025479,,Cement, Raw Material,Surma Materials Ltd.,201,"BDT 3,626.27",Delivered,18
PO-2025561,20 Jun 2026,Real Estate,PACKAGING,Karnaphuli Logistics ,260,631.52,Cancelled,38
PO-2025424,2025-12-22,Steel, Machinery Parts,Meghna Traders Ltd.,336,"BDT 3,568.27",Partially Delivered,32
PO-2025100,21 Aug 2025,Real Estate,  packaging ,Jamuna Enterprise ,276,"BDT 4,213.96",Cancelled,35
PO-2025431,11/01/2026,Cement,Logistics,Karnaphuli Logistics  ,94,"৳4,049",Delivered,7
PO-2025386,29 Mar 2025,Cement,Office Supplies,Delta Supply Co ,246,BDT 586.13,Pending,42
PO-2025598,05/05/2026,Textiles, Packaging,Jamuna Enterprise.,461,"BDT 3,257.10",Pending,13
PO-2025294,2025-07-24,Textiles,  machinery parts ,Delta Supply Co ,60,"৳4,688",Delivered,23
PO-2025267,,Cement,LOGISTICS,Delta Supply Co,423,2624.36,Cancelled,17
PO-2025494,,Real Estate,  office supplies ,Surma Materials Ltd.,,"BDT 2,146.75",Cancelled,5
PO-2025444,07 Jan 2025,Jute, Machinery Parts,Jamuna Enterprise,486,"৳3,553",Pending,20
PO-2025112,16/06/2026,Textiles, Raw Material,Jamuna Enterprise  ,75,"BDT 25,971.90",Cancelled,20
PO-2025179,,Cement,Office Supplies,Karnaphuli Logistics.,187,৳550,Pending,41
PO-2025450,28/06/2025,Cement,Machinery Parts,Surma Materials Ltd ,293,"৳3,255",Pending,31
PO-2025493,07-07-2025,Jute,Raw Material,Meghna Traders Ltd ,185,"3,094.92",Cancelled,42
PO-2025481,,Cement,Office Supplies,Delta Supply Co,441,4758.84,Cancelled,20
PO-2025373,03-28-2026,Steel,  packaging ,Jamuna Enterprise.,355,"৳3,712",Delivered,5
PO-2025314,2025-06-05,Textiles,Logistics,Delta Supply Co,444,"4,275.47",Cancelled,4
PO-2025151,2025-01-01,Cement,  machinery parts ,Karnaphuli Logistics  ,496,4997.14,Cancelled,14
PO-2025171,01-17-2025,Steel,Packaging,Karnaphuli Logistics.,295,"৳1,825",Delivered,33
PO-2025233,03/07/2025,Jute,  raw material ,Delta Supply Co,479,"৳3,565",Delivered,4
PO-2025306,15/04/2025,Steel,  office supplies ,Meghna Traders Ltd.,486,"BDT 3,555.51",Cancelled,28
PO-2025457,01-22-2026,Textiles, Machinery Parts,Karnaphuli Logistics.,29,"4,258.90",Cancelled,17
PO-2025164,,Cement, Machinery Parts,Jamuna Enterprise.,415,"৳4,681",Cancelled,22
PO-2025317,,Real Estate,Raw Material,Karnaphuli Logistics  ,153,"1,291.72",Partially Delivered,21
PO-2025136,,Jute,RAW MATERIAL,Delta Supply Co  ,423,BDT 249.26,Partially Delivered,34
PO-2025410,2025-08-10,Textiles,RAW MATERIAL,Delta Supply Co,-325,3671.55,Partially Delivered,9
PO-2025197,14/10/2025,Textiles, Raw Material,Delta Supply Co.,260,"৳2,566",Delivered,43
PO-2025570,,Real Estate,  machinery parts ,Karnaphuli Logistics.,142,"4,093.89",Partially Delivered,3
PO-2025258,2025-12-14,Steel,  machinery parts ,Surma Materials Ltd,124,"BDT 3,894.41",Pending,28
PO-2025232,01 Feb 2026,Steel,Logistics,Padma Industrial  ,442,"1,118.83",Pending,
PO-2025115,02-17-2025,Real Estate, Machinery Parts,Meghna Traders Ltd ,371,"3,669.12",Partially Delivered,39
PO-2025120,20 Apr 2025,Cement, Logistics,Delta Supply Co,487,"2,633.96",Cancelled,9
PO-2025463,22/05/2026,Real Estate, Office Supplies,Padma Industrial  ,193,"3,769.05",Cancelled,14
PO-2025507,25 Jun 2025,Real Estate,  logistics ,Karnaphuli Logistics ,5,809.93,Delivered,3
PO-2025376,14 Aug 2025,Steel,  raw material ,Delta Supply Co ,20,BDT 190.05,Cancelled,34
PO-2025384,,Textiles,  raw material ,Jamuna Enterprise ,217,636.50,Delivered,
PO-2025224,29 Jan 2026,Jute,  office supplies ,Delta Supply Co ,487,4389.56,Partially Delivered,20
PO-2025585,05-23-2026,Real Estate,  office supplies ,Meghna Traders Ltd  ,295,,Delivered,35
PO-2025488,21 Aug 2025,Textiles,MACHINERY PARTS,Delta Supply Co,429,"৳1,522",Cancelled,23
PO-2025347,2025-09-25,Jute,Logistics,Jamuna Enterprise ,45,2063.94,Cancelled,32
PO-2025127,,Steel,OFFICE SUPPLIES,Padma Industrial  ,265,"BDT 1,279.61",Partially Delivered,16
PO-2025078,04 Aug 2025,Cement,Machinery Parts,Surma Materials Ltd,499,,Cancelled,41
PO-2025445,2026-04-25,Steel, Logistics,Padma Industrial  ,,"৳1,154",Pending,10
PO-2025285,20 Jun 2026,Cement,MACHINERY PARTS,Surma Materials Ltd.,176,"৳2,546",Partially Delivered,41
PO-2025569,02 Apr 2026,Steel,RAW MATERIAL,Padma Industrial  ,338,৳201,Partially Delivered,5
PO-2025043,07/04/2026,Real Estate,Raw Material,Meghna Traders Ltd  ,240,"BDT 1,675.39",Pending,34
PO-2025107,12 Jun 2025,Jute,Logistics,Delta Supply Co.,369,"৳1,620",Delivered,4
PO-2025522,02-26-2025,Real Estate,  office supplies ,Delta Supply Co ,187,"BDT 3,359.05",Delivered,3
PO-2025556,08/02/2025,Textiles, Packaging,Delta Supply Co  ,339,"BDT 1,076.50",Delivered,21
PO-2025133,14/05/2026,Steel,  machinery parts ,Surma Materials Ltd ,265,"৳32,131",Cancelled,20
PO-2025440,01 Dec 2025,Cement,LOGISTICS,Padma Industrial  ,360,2916.18,Delivered,39
PO-2025061,2025-07-23,Real Estate, Logistics,Meghna Traders Ltd ,490,2319.88,Partially Delivered,25
PO-2025044,12-08-2025,Jute,Packaging,Meghna Traders Ltd  ,37,"3,687.72",Pending,14
PO-2025169,,Jute,Raw Material,Jamuna Enterprise  ,288,"BDT 4,040.65",Partially Delivered,43
PO-2025065,15/09/2025,Real Estate, Raw Material,Padma Industrial ,237,1166.68,Pending,28
PO-2025283,22/01/2025,Real Estate,OFFICE SUPPLIES,Surma Materials Ltd ,472,"1,239.23",Pending,6
PO-2025085,,Textiles, Logistics,Jamuna Enterprise.,337,3580.63,Delivered,
PO-2025242,,Cement, Raw Material,Padma Industrial ,165,"3,727.39",Pending,20
PO-2025186,29/03/2026,Real Estate,Logistics,Surma Materials Ltd.,455,346.13,Cancelled,7
PO-2025326,2025-12-29,Jute, Packaging,Jamuna Enterprise.,378,"4,988.45",Pending,4
PO-2025159,06-18-2026,Steel,  office supplies ,Delta Supply Co.,327,"BDT 2,271.21",Delivered,28
PO-2025012,28 Sep 2025,Textiles, Packaging,Surma Materials Ltd.,469,"3,496.79",Cancelled,8
PO-2025035,04-14-2025,Real Estate,  raw material ,Jamuna Enterprise  ,412,"1,586.16",Pending,21
PO-2025028,10 Jun 2025,Jute,Packaging,Meghna Traders Ltd,253,"৳3,487",Delivered,37
PO-2025170,07-25-2025,Real Estate,Logistics,Surma Materials Ltd.,402,"৳2,945",Delivered,19
PO-2025142,02-07-2026,Jute,PACKAGING,Delta Supply Co,128,"BDT 3,146.12",Partially Delivered,
PO-2025236,08/02/2025,Cement,  logistics ,Karnaphuli Logistics  ,31,৳417,Delivered,44
PO-2025496,22/04/2026,Textiles,RAW MATERIAL,Jamuna Enterprise  ,367,"4,344.61",Delivered,18
PO-2025516,,Real Estate, Machinery Parts,Surma Materials Ltd.,41,"BDT 2,376.33",Cancelled,13
PO-2025579,2026-05-12,Jute,Office Supplies,Padma Industrial  ,470,"BDT 4,701.62",Cancelled,
PO-2025221,,Cement,Packaging,Padma Industrial  ,471,2040.14,Cancelled,35
PO-2025590,,Steel,OFFICE SUPPLIES,Delta Supply Co.,357,,Pending,
PO-2025095,28 May 2026,Real Estate, Office Supplies,Karnaphuli Logistics.,497,3389.26,Partially Delivered,15
PO-2025051,,Steel,  logistics ,Karnaphuli Logistics  ,468,"BDT 3,912.49",Delivered,20
PO-2025240,09 Jun 2025,Real Estate,Logistics,Karnaphuli Logistics ,492,"1,484.68",Delivered,26
PO-2025524,22/02/2026,Steel, Machinery Parts,Delta Supply Co,215,"1,128.29",Delivered,12
PO-2025351,21/01/2026,Steel,  raw material ,Jamuna Enterprise  ,280,"BDT 1,745.88",Partially Delivered,25
PO-2025532,24 Sep 2025,Steel,Raw Material,Jamuna Enterprise,483,BDT 482.33,Delivered,30
PO-2025178,2025-09-26,Steel,LOGISTICS,Jamuna Enterprise  ,108,"BDT 4,828.81",Delivered,25
PO-2025460,05-23-2025,Jute,RAW MATERIAL,Delta Supply Co  ,381,250.14,Cancelled,10
PO-2025542,31/08/2025,Jute,  packaging ,Meghna Traders Ltd.,327,"4,255.80",Cancelled,37
PO-2025041,2026-02-28,Steel,Office Supplies,Jamuna Enterprise.,193,"3,215.84",Cancelled,16
PO-2025571,02-13-2026,Textiles,MACHINERY PARTS,Karnaphuli Logistics  ,254,"৳2,419",Partially Delivered,44
PO-2025538,03 May 2026,Textiles, Raw Material,Padma Industrial,366,"BDT 4,737.12",Cancelled,36
PO-2025206,11/05/2025,Cement,Machinery Parts,Padma Industrial  ,170,BDT 922.96,Cancelled,17
PO-2025392,2025-04-23,Jute,Raw Material,Padma Industrial ,456,"4,415.44",Partially Delivered,26
PO-2025282,02/03/2025,Textiles,OFFICE SUPPLIES,Padma Industrial ,,"BDT 2,689.59",Cancelled,13
PO-2025358,07/02/2026,Real Estate, Logistics,Padma Industrial  ,33,"৳4,013",Cancelled,16
PO-2025397,20 Jun 2026,Jute,MACHINERY PARTS,Jamuna Enterprise ,92,"BDT 2,372.21",Partially Delivered,10
PO-2025254,11 Nov 2025,Steel,LOGISTICS,Padma Industrial  ,402,4251.52,Pending,2
PO-2025517,01/11/2025,Real Estate, Raw Material,Meghna Traders Ltd ,3,"3,119.56",Cancelled,13
PO-2025217,,Cement, Raw Material,Surma Materials Ltd,198,3748.03,Cancelled,33
PO-2025004,2026-05-14,Textiles, Packaging,Delta Supply Co,372,"BDT 4,839.17",Cancelled,31
PO-2025549,,Textiles,PACKAGING,Karnaphuli Logistics,356,3652.97,Pending,28
PO-2025098,02 Mar 2025,Textiles, Raw Material,Jamuna Enterprise  ,318,৳350,Delivered,18
PO-2025406,2025-11-30,Steel,  machinery parts ,Jamuna Enterprise  ,455,962.33,Partially Delivered,2
PO-2025502,2025-12-07,Cement,RAW MATERIAL,Surma Materials Ltd  ,232,1751.89,Cancelled,22
PO-2025047,,Textiles,  raw material ,Jamuna Enterprise ,86,"BDT 2,846.51",Partially Delivered,24
PO-2025032,06-06-2026,Cement,Office Supplies,Surma Materials Ltd,332,"BDT 4,155.67",Partially Delivered,6
PO-2025200,08 Apr 2026,Cement,  logistics ,Karnaphuli Logistics ,385,"BDT 1,770.98",Cancelled,29
PO-2025134,03-07-2026,Real Estate, Office Supplies,Delta Supply Co  ,65,804.02,Cancelled,32
PO-2025027,09/06/2026,Textiles, Packaging,Padma Industrial ,250,"৳7,623",Cancelled,23
PO-2025540,24 Jul 2025,Textiles,Packaging,Meghna Traders Ltd ,21,"2,239.83",Cancelled,37
PO-2025230,2025-09-03,Textiles,Logistics,Delta Supply Co ,110,"৳3,574",Partially Delivered,34
